time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.06,-2.0739365086467753e-05,1.3052235946826092e-05,10.004443751257996,0.002872387820679556,0.005458173484994333,0.0,-0.001260359542627701,0.0007701710320194763,0.1481152686423602,-0.019804446911469847,0.024420726520662142,0.0,450.7865275485239,452.7551619337767,452.8438404578365,451.2483298338853,2.9979140556933928
0.12000000000000001,-0.00020562074883303532,0.00011537587934872975,10.014030694323703,0.0036038634967034966,0.007926238634321514,0.0,-0.0051371820671506285,0.002721834740084708,0.1714442927342866,-0.03622984401747374,0.01218530949685683,0.0,411.6035435410428,410.51950638924933,413.44219036419054,411.9925403961464,2.9901623917647013
0.18,-0.0006906217106371412,0.0003517861032208958,10.028512296758368,0.002356793425867032,0.008733067229583114,0.0,-0.011121154731117681,0.005013695356442966,0.3112470228813846,-0.026816483534621918,0.007741049892742701,0.0,449.8547607872934,449.4946834920834,448.7559319989617,449.518836469393,2.9785539805415864
0.23999999999999996,-0.001560421364430411,0.0006999752158039315,10.052471758081639,0.0007439139106191206,0.009200934694643337,0.0,-0.0179275637004501,0.006412254422227281,0.48734233211646966,-0.02900322904013032,0.005181490706242712,0.0,459.96312066475105,459.7602951247065,461.32028595135586,461.1474534978633,2.9590315117898687
0.3,-0.0028427485744805265,0.001094357887513684,10.086365791421144,6.282285654066783,0.009503429196119129,0.0,-0.024851383289228535,0.00655009296652658,0.642383591041792,-0.026592883191790418,0.0033238820475919306,0.0,454.87845059636805,454.72960745364287,453.71908545413504,453.9123330523342,2.93004703084514
0.36000000000000004,-0.004571564945012178,0.0014597431845047475,10.131925822313129,6.280983139668159,0.010078522542725565,0.0,-0.032854241571924944,0.005479772397265856,0.8761331602158511,-0.033843412251065665,-0.004696540399692858,0.0,478.5781815935664,477.9673962454799,477.85061056750095,477.2974739600864,2.891097620431385
0.4200000000000001,-0.006799300660571772,0.0017622075638973856,10.191427292293648,0.003404730702306402,0.012222730214583422,0.0,-0.04164256241897413,0.005321722615680091,1.107051697832126,-0.06534118967945726,0.011207899884985174,0.0,476.8158630582725,478.0291856205727,478.66381524778495,476.26003706899365,2.839577818317312
0.48000000000000015,-0.009639189524742641,0.0022093485253354243,10.26534569495308,0.011821327796892156,0.01903746991210209,0.0,-0.053897957316890885,0.010676639141086545,1.3566126033191184,-0.10503698304807084,-0.017167629521267685,0.0,484.72518909810015,482.5883076539182,484.39610593058535,481.39753581170976,2.7747556513256972
0.5400000000000001,-0.013303406891222357,0.003095726973856545,10.35188183750627,0.006338732343606601,0.01820247132767161,0.0,-0.06814053845318119,0.018240308579204213,1.5277202090983444,-0.0962478231571288,-0.013382971278103145,0.0,460.6167693247697,460.91604611946434,460.4204101292279,461.106546621189,2.696644788145017
0.6000000000000002,-0.01771484658251027,0.004288083953114695,10.443683346551758,0.0016258294133999485,0.018004508027596344,0.0,-0.07888362629103177,0.021101793780744837,1.5323260808623282,-0.10880089081082797,-0.005978224109682125,0.0,406.6954434911915,407.35818513044944,409.3906256915666,408.2625390534438,2.61017679157339
0.6600000000000003,-0.02285968563794624,0.005566660062049508,10.540870417171014,6.279112391673806,0.01790114313448221,0.0,-0.09259011820971139,0.020863056978225283,1.706998474908257,-0.09995375363610855,-0.001514319027347799,0.0,462.6949092568272,463.0462587930685,461.3757959620524,462.0643631233658,2.5194686037809815
0.7200000000000003,-0.028844792936940228,0.006744487664007024,10.64964258909886,0.0018728498279827477,0.017800482728682177,0.0,-0.10689792296536112,0.01906080942017747,1.91841125693456,-0.06327819128582522,-0.0032277717212043176,0.0,473.53246185833103,473.40068951381556,472.59220378636417,475.404536847551,2.418967472626586
0.7800000000000004,-0.03566531553402731,0.007917411878564118,10.76970238961403,6.281787834122557,0.018532643736905108,0.0,-0.12054282954938876,0.019681676993156927,2.0832944324727842,-0.07251632281499415,-0.01503619715490178,0.0,460.8303498427628,459.8961556870827,461.1439555549568,460.4105690919102,2.3071760047288485
0.8400000000000004,-0.04329202404197274,0.009054235659144639,10.898448876666913,6.278369793640259,0.017863225214299838,0.0,-0.1336017518500355,0.017841823060395872,2.20802274146145,-0.06306809723466611,-0.010816768588552688,0.0,448.71742369561355,449.0599235491128,448.50748085387266,449.2705460602629,2.186081153607992
0.9000000000000005,-0.05168955463812435,0.010012896594672067,11.0335517724898,6.274614890263317,0.022439491301642356,0.0,-0.14679711698522296,0.013737622213266394,2.295223011202036,-0.06204523224770189,-0.0370861950669951,0.0,438.7645924951163,436.5782848230391,437.50976204362166,437.59199897865574,2.0579941298046798
0.9600000000000005,-0.060983865816084226,0.01065651158736408,11.175605390258859,6.276974764011012,0.02066367116186907,0.0,-0.16280785392095978,0.007947051291632005,2.439606289683825,-0.0362020323536467,-0.030845764196432257,0.0,455.37946065339565,455.8778588547119,454.9849683202414,457.0474019151279,1.9236946379004363
1.0200000000000005,-0.07117903491836454,0.011002254018159548,11.325272291226485,6.2764800627392034,0.01896597639648956,0.0,-0.1768481759074411,0.003544069691214475,2.549055833133868,-0.0516406165507872,-0.027595457124119878,0.0,445.5054353104166,445.77083727291495,446.2883210952585,445.0255246742153,1.7818304899689144
1.0800000000000005,-0.08213592917536022,0.01108143824900836,11.47899672835079,6.273689131951226,0.01775973060100977,0.0,-0.18826580525092937,-0.00116284111458479,2.5750339298820957,-0.0466488564824311,-0.02135392398967105,0.0,420.0790536293207,420.6197673339666,417.9699490060895,418.4030163048861,1.6345662085659298
1.1400000000000006,-0.09379658889073719,0.01082364154758334,11.634980372486488,6.272100520794099,0.024009577515293756,0.0,-0.2010405861015373,-0.0075894956536568005,2.624292199402544,-0.035737981107708656,-0.0526401257134283,0.0,427.8566274854196,425.18417949349094,427.1686291317046,428.09692083613334,1.4847978643876245
1.2000000000000006,-0.10643417579549959,0.010109287915228485,11.798184694804807,6.272470326289259,0.027267659315767467,0.0,-0.22054718348569044,-0.016193118823944214,2.8153904000835457,-0.019527477941534695,-0.02606592565206304,0.0,469.28781540302174,471.3449706507947,471.77736681693233,473.02706574402816,1.330090863343607
1.2600000000000007,-0.12032409685871762,0.008878822617635658,11.973667947976198,6.272808389923792,0.026427345479127062,0.0,-0.24232614225825944,-0.024790800982568872,3.0335005366418337,-0.007214347143951072,-0.017870417995256203,0.0,479.9409431044216,480.56254722021356,479.7028941726791,480.63709205726104,1.1647841691239231
1.3200000000000007,-0.135332171385323,0.007206204099018209,12.155727328032608,6.272380854408306,0.02637515785475042,0.0,-0.2579306923452101,-0.031000681168876526,3.035139836335172,-0.006972457001535553,-0.007941903282274778,0.0,413.82272769713205,414.6958699430878,413.4088652057705,413.4302857876929,0.9902234405892525
1.3800000000000008,-0.15141855952142616,0.005104579624682512,12.343298573029433,6.274033923519834,0.02628694695573852,0.0,-0.2782537817658611,-0.038840397708667464,3.2167427353364104,-0.023984174566854158,-0.0022110454159521313,0.0,470.1998511510449,470.64371865969423,471.4972514647657,470.1812321726848,0.8114036322035204
